message,label
dont put stuff road keep getting slippery,0
break time one come n get stuff fr ü,0
wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal,0
whats nanny address,0
mm way railway,0
there point hangin mr right he makin u happy,0
please attend phone,0
guai ü shd haf seen he naughty ü free today go jogging,0
yup lunch buffet u eat already,0
ummmmmaah many many happy return day dear sweet heart happy birthday dear,0
prefer free day tues wed fri oso ü ask workin lor,0
look like found something smoke great job,0
hot live fantasy call p per min ntt ltd po box croydon cr wb national rate call,1
come aftr ltdecimalgt cleaning house,0
seeking lady street freak sheet,0
guy kadeem hasnt selling since break know one guy he paranoid fuck doesnt like selling without cant til late tonight,0
ur cashbalance currently pound maximize ur cashin send go pmsg cc po box tcrw,1
guy go see movie side,0
mm food da,0
painful personal thought always try keep everybody happy time nobody recognises alone,0
dear voucher holder claim st class airport lounge pass using holiday voucher call booking quote st class x,1
good afternoon boytoy feeling today better hope good boy obedient slave please queen,0
dating service call boxskch,1
yunny im walking citylink ü faster come hungry,0
sorry cant help,0
use foreign stamp country good lecture,0
sister cleared two round birla soft yesterday,0
way,0
haha really oh deduct lesson tmr,0
oh outside player allowed play know,0
honey pls find much sell predicte nigeria many time used important reply monday,0
u ever get song stuck head reason wont go away til u listen like time,0
might go sch yar e salon v boring,0
hey babe saw came online second disappeared happened,0
lovely night xxx,0
dont prize go another customer tc wwwtcbiz pmin polo ltd suite london wj hl please call back busy,1
huh lei,0
oh godtaken teethis paining,0
wifehow knew time murder exactly,0
dude got haircut breezy,0
get lion england tone reply lionm mono lionp poly go wwwringtonescouk original n best tone gbp network operator rate apply,1
free camera phone linerental month cross ntwk min price txt bundle deal also avble call calloptoutj mf,1
omw back tampa west palm hear happened,0
time come tomorrow,0
dad say hurry hell,0
campus library,0
gent trying contact last weekend draw show £ prize guaranteed call claim code k valid hr ppm,1
think could stop like hour roommate looking stock trip,0
kkcongratulation,0
u got person story,0
th gower mate r u man good wale ill b back morrow c u wk msg  random,0
misplaced number sending text old number wondering ive heard year best mcat got number atlanta friend,0
aathiwhere dear,0
free st week nokia tone ur mobile every week txt nokia get txting tell ur mate wwwgetzedcouk pobox wwq normptone,1
bday real april,0
gon na death im gon na leave note say robs fault avenge,0
call cost guess isnt bad miss ya need ya want ya love ya,0
took tablet reaction morning,0
still around could use halfth,0
check room befor activity,0
crucify c told earlier,0
yep get program youre slacking,0
er yep sure prop,0
hmm dunno leh mayb bag goigng dat small jus anything except perfume smth dat keep,0
purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu,0
ou guaranteed latest nokia phone gb ipod mp player £ prize txt word collect ibhltd ldnwh pmtmsgrcvd,1
new message please call,1
could kiss feel next,0
therere people mu im table lambda,0
u lousy run already come back half dead hee,0
dear call,0
important customer service announcement call freephone,1
walked mom right stagwood pas right winterstone left victor hill address ltgt,0
wont believe true incredible txts reply g learn truly amazing thing blow mind ofwd ptxt,1
teach apps da come college,0
today song dedicated day song u dedicate send ur valuable frnds first rply,0
im awake oh whats,0
wow boy r back take uk tour win vip ticket prebook vip club txt club trackmarque ltd infovipclubu,1
dunno u ask,0
phone,0
awesome deal gate charles told last night uh yeah,0
ok vldo u know got adsense approved,0
thats rude campus,0
still chance search hard get itlet try,0
neva grumble sad lor hee buy tmr lor aft lunch still meetin lunch tmr neva hear fr lei ü got lot work ar,0
whens radio show,0
esplanade ü mind giving lift co got car today,0
nosy guess idk reacting im freaked,0
okay good problem thanx,0
k might come tonight class let early,0
stupidits possible,0
sign maturity start saying big thing actually start understanding small thing nice evening bslvyl,0
donno gene something,0
yes appt,0
know u mean king havin credit im goinbed night night sweet onlymore sleep,0
cud u tell ppl im gona b bit l co bus hav gon past co full im still waitin pete x,0
uhhhhrmm isnt tb test bad youre sick,0
loosu go hospital de dont let careless,0
hi wont b ard christmas enjoy n merry xmas,0
thx well month,0
pls send address sir,0
justbeen overa week since broke already brain going mush,0
tmr timin still da wat co got lesson,0
wamma get laidwant real doggin location sent direct mobile join uk largest dogging network txt dog nownyt eca lp £msg,1
hi di yijue meeting pm esaplanade tonight,0
cme want go ho morow wil cme got dear didnt say time,0
si si think ill go make oreo truffle,0
imagine life without see fast u searching medont worry lm always disturb u goodnoon,0
prashanthettans mother passed away last night pray family,0
yun ahnow ü wkg wherebtw ü go nu sc ü wana specialise wad,0
free nokia motorola upto mths price linerental free xnet minstxtmth free btooth call mobileupd call optoutdwv,1
go walmart ill stay,0
sorry ill call later,0
wif family booking tour package,0
well im gon na finish bath goodfine night,0
im inperialmusic listeningthe weirdest track ever byleafcutter johnsounds like insect molestedsomeone plumbingremixed evil men acid,0
say hell give call friend got money he definitely buying end week,0
get chicken broth want ramen unless there dont know,0
guy bitching acted like id interested buying something else next week gave u free,0
im wif buying tix lar,0
ok try week end course coimbatore,0
talk atleast day otherwise miss best friend world shakespeare shesil ltgt,0
love aathilove u lot,0
ill text drop x,0
good word word may leave u dismay many time,0
lol enjoy role playing much,0
ü send copy da report,0
whatsup dont u want sleep,0
free ringtone text first poly text get true tone help st free tone x£pw e£nd txt stop,1
eldest know,0
babe im answering cant see maybe youd better reboot ym got photo great,0
lol oops sorry fun,0
hey iouri gave number im wylie ryans friend,0
sale arsenal dartboard good condition double treble,1
loan purpose even bad credit tenant welcome call noworriesloanscom,1
love working home,0
home always chat,0
k sent,0
cmon babe make horny turn txt fantasy babe im hot sticky need reply cost £ cancel send stop,1
prabhaim sorydarealyfrm heart im sory,0
u,0
hanging brother family,0
hiya hows going sunny africa hope u r avin good time give big old silver back big kiss,0
six chance win cash pound txt csh send cost pday day tsandcs apply reply hl info,1
k im ready ltgt,0
taking italian food pretty dress panty,0
bad girl lady,0
oh ok wats ur email,0
come n pick ü come immediately aft ur lesson,0
congrats year special cinema pas call c suprman v matrix starwars etc free bxipwe pm dont miss,1
case wake wondering forgot take care something grandma today done parade,0
shes fine difficulty phone work mine pls send another friend request,0
dear heroi leaving qatar tonite apt opportunitypls keep touch ltemailgt kerala,0
nt yet chikkusimple habbahw abt u,0
xxxmobilemovieclub use credit click wap link next txt message click httpwap xxxmobilemovieclubcomnqjkgighjjgcbl,1
wanted say holy shit guy werent kidding bud,0
im cool ta luv vtired cause doin load planning wk got social service inspection nursery take care spk sn x,0
never nothing,0
congrats thats great wanted tell tell score co might make relax motivating thanks sharing,0
registered sinco payee log icicibankcom enter urn ltgt confirm beware fraud share disclose urn anyone,0
day working dayexcept saturday sunday,0
plan yet,0
yeah jus rite,0
sorry ill call later ok bye,0
pocked,0
ive searching right word thank breather promise wont take help granted fulfil promise wonderful blessing time,0
